event_id,date,time,weekday,mechanism,storyline,slot_type,generation_method,symbol,base_symbol,related_tickers,exchange,exchange_open_today,market_phase,price,change_pct,day_high,day_low,headline,headline_source,headline_link,headline_published_utc,news_category,holding_disclosure_fingerprint,day_move_pct,catalyst_found,catalyst_headline,gemini_call_used,gemini_calls_today_after,pool_used,posted,skip_reason,tweet_text,tweet_char_count,tweet_url,likes,retweets,replies,engagement_checked_at
185,2026-08-04,16:04:02,Tuesday,price_event,us,,gemini,FORM,FORM,,NYSE,Y,open,117.53,5.48,118.17,110.85,,,,,,,5.48,,,Y,18,llm,Y,,"$FORM is soaring +5.48% to $117.53 today, hitting an intraday high of $118.17.

This rally could reflect the strong Q2 earnings beat and highlights of AI demand driving growth, as noted in recent reports.

#Semiconductors",221,,,,,
186,2026-08-04,16:05:06,Tuesday,evergreen_opinion,,,template,,,,,,,,,,,"Man found trapped underneath elevator in Google data center in Iowa, taken to hospital - report",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/man-found-trapped-underneath-elevator-in-google-data-center-in-iowa-taken-to-hospital-report/,2026-08-04T13:56:12,,,,,,,,keyword,Y,,"On the radar (DatacenterDynamics):

""Man found trapped underneath elevator in Google data center in Iowa, taken to hospital - report""

https://www.datacenterdynamics.com/en/news/man-found-trapped-underneath-elevator-in-google-data-center-in-iowa-taken-to-hospital-report/",271,,,,,
186,2026-08-04,17:02:19,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$MRVL standing out at +8.05%, now $215.35.",42,,,,,
187,2026-08-04,17:02:47,Tuesday,price_event,us,,zero_llm_template,AMD,AMD,,NYSE,Y,open,518.39,4.81,518.42,490.06,,,,,,,4.81,,,N,18,llm,Y,,Sharp move: $AMD +4.81% to $518.39 today. Intraday range: low $490.06 / high $518.42.,85,,,,,
188,2026-08-04,17:03:06,Tuesday,news_event,,,keyword,AMD,AMD,,,,,,,,,Wall Street sets Advanced Micro Devices stock price for the next 12 months,Finbold,https://news.google.com/rss/articles/CBMimwFBVV95cUxQbHB6cHhIaFZoS3ZfNFJfRXpTTVdCODByelViYy1Sc0kxXzQxUWk2a0U5am5oZ1IzZUhwMzl6cjhCenE1NjdWMnlsOXBidks0bHdXenVhSU4yNTdvcDE1WHFYaXRkbTdzN1VpbllUd3RtMVRzVm9fUnJ2R2Y1azdjcmQzM3diVWYwdEcwdFpBWEpEd04zbG44ZkVOQQ?oc=5,2026-08-04T10:32:30,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
189,2026-08-04,18:01:43,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $MRVL +9.44% to $218.12 – the standout so far.,58,,,,,
190,2026-08-04,18:02:08,Tuesday,price_event,us,,zero_llm_template,AVGO,AVGO,,NYSE,Y,open,416.3,6.14,416.68,391.0,,,,,,,6.14,,,N,18,llm,Y,,Big print: $AVGO +6.14% at $416.3 today – a real standout. Intraday range: low $391.0 / high $416.68.,101,,,,,
191,2026-08-04,19:02:02,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $MRVL +11.1% to $221.43 – the standout so far.,58,,,,,
192,2026-08-04,19:02:30,Tuesday,price_event,us,,zero_llm_template,KLAC,KLAC,,NYSE,Y,open,195.26,6.12,195.59,181.27,,,,,,,6.12,,,N,18,llm,Y,,"$KLAC swinging +6.12% on the day, now $195.26. Intraday range: low $181.27 / high $195.59.",90,,,,,
193,2026-08-04,20:01:53,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$MRVL leading the tape right now: +10.74% to $220.71.,53,,,,,
194,2026-08-04,20:02:17,Tuesday,news_event,,,keyword,AMD,AMD,,,,,,,,,Wall Street sets Advanced Micro Devices stock price for the next 12 months,Finbold,https://news.google.com/rss/articles/CBMimwFBVV95cUxQbHB6cHhIaFZoS3ZfNFJfRXpTTVdCODByelViYy1Sc0kxXzQxUWk2a0U5am5oZ1IzZUhwMzl6cjhCenE1NjdWMnlsOXBidks0bHdXenVhSU4yNTdvcDE1WHFYaXRkbTdzN1VpbllUd3RtMVRzVm9fUnJ2R2Y1azdjcmQzM3diVWYwdEcwdFpBWEpEd04zbG44ZkVOQQ?oc=5,2026-08-04T10:32:30,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
195,2026-08-04,21:02:04,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$MRVL standing out at +10.62%, now $220.46.",43,,,,,
196,2026-08-04,21:02:49,Tuesday,news_event,,,keyword,NVDA,NVDA,,,,,212.92,2.96,,,"AI cloud startup Volta valued at $2.4 billion, announces $10 billion AI partnership",,,,contract,,,,,N,18,keyword,Y,,"$NVDA ($212.92, +2.96% today): AI cloud startup Volta valued at $2.4 billion, announces $10 billion AI partnership",114,,,,,
197,2026-08-04,22:02:22,Tuesday,news_event,,,keyword,TSM,TSM,,,,,417.35,1.84,,,"2,568 Shares in Taiwan Semiconductor Manufacturing Company Ltd. $TSM Acquired by Stableford Capital II LLC",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-2568-shares-in-taiwan-semiconductor-manufacturing-company-ltd-tsm-acquired-by-stableford-capital-ii-llc-2026-08-04/,,large_share_purchases,,,,,N,18,keyword,Y,,"$TSM ($417.35, +1.84% at last close as of Aug 4): 2,568 Shares in Taiwan Semiconductor Manufacturing Company Ltd. $TSM Acquired by Stableford Capital II LLC

https://www.marketbeat.com/instant-alerts/filing-2568-shares-in-taiwan-semiconductor-manufacturing-company-ltd-tsm-acquired-by-stableford-capital-ii-llc-2026-08-04/",322,,,,,
198,2026-08-05,05:01:38,Wednesday,news_event,,,keyword,ANET,ANET,,,,,,,,,"Eastern Bank Buys 27,324 Shares of Arista Networks, Inc. $ANET",MarketBeat,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNNnZEOEw3dmd4VDI2Smw2WUEyQVJfMnh4dTNRREdxR3pMZ09uLVB2WENqdnh5YVdYR0g1WUVmSUdRT2JvRjFTRWpZQ2locWVvQlpObnk2QnAyWnlzMkNmRm9tZlIzcENZdGk3cUNLb0VoMTZzX29DdEhrSUtBc0tpYlI1ZUZVZHhMSEM2QU5qWFlOYVBaeTFSQ1NFVy1hSHVidkRNYWI2QzQ4RVg2RU43WnVrY2Fpd1BwdG1R?oc=5,2026-08-04T14:16:42,large_share_purchases,,,,,,,,N,queue_aged_out,,,,,,,
199,2026-08-05,09:01:48,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $BESI +8.09% to €217.7, well ahead of the rest of the board.",77,,,,,
200,2026-08-05,10:01:57,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $IFX -4.05% at €61.17.,47,,,,,
201,2026-08-05,11:01:47,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IFX pulling away at -5.66%, now trading at €60.14.",51,,,,,
202,2026-08-05,11:02:48,Wednesday,news_event,,,keyword,BESI.AS,BESI,,,,,,,,,Berenberg Upgrades BE Semiconductor Industries to Buy,marketscreener.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOU1owYV9wcHB5YmwwMW9GdXJ1aVRNeklYNVZzRTRTRDk2ZjBMZ1JSNlFrZ3BSTGJFTmd1Q2VVNG1rT3gzSlZxOC1pRHhQeVcxY0pwTGptNk1DeDI3dWpURktXYXhmNnExWmtCa1NONlZyaHBaTHp3ZnRTWEdJRW1yZG5HUEItLWhNcDE3ZGtaY0x4Q1BNbHZQQUYtVFg3ZHZjZnhrZEswc0RIQQ?oc=5,2026-08-04T12:30:42,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
203,2026-08-05,12:03:00,Wednesday,weekly_engagement,,wednesday,gemini,,,"$AIXA.DE, $AMAT, $AMD, $ANET, $ASML.AS, $AVGO, $BESI.AS, $FORM, $IFX.DE, $KLAC, $LRCX, $MRVL, $MU, $NVDA, $SAP.DE, $SIE.DE, $STX, $SU.PA, $TSM, $WDC",,,,,,,,,,,,,,,,,Y,9,llm,Y,,"Midweek check-in: $MRVL leads the pack with +21.09% this week on positive preclinical data.

$MRVL: +21.09%
$FORM: +18.73%
$LRCX: +12.14%
$BESI: +8.47%
$AIXA: +5.34%

If you had $1000 to invest, which of these would you grab?",225,,,,,
204,2026-08-05,12:03:21,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$IFX is the one to watch right now – -4.67% at €60.77.,54,,,,,
205,2026-08-05,12:04:07,Wednesday,price_event,eu,,gemini,IFX.DE,IFX,,XETR,Y,open,60.75,-4.71,64.4,59.85,,,,,,,4.71,,,Y,10,llm,Y,,"$IFX slides 4.71% to €60.75 today, hitting €59.85 intraday.

The sell-off in European chip names likely reflects broader sector weakness, potentially influenced by earlier sharp U.S. peer declines or the notable plunge from SK Hynix.

Is the chip rally pausing?",261,,,,,
206,2026-08-05,12:04:36,Wednesday,news_event,,,keyword,ANET,ANET,,,,,,,,,AI Cloud Networking Growth Drives Arista Earnings Beat,,,2026-08-04T21:03:00,earnings,,,,,,,,N,queue_aged_out,,,,,,,
207,2026-08-05,13:01:42,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$IFX leading the tape right now: -5.9% to €59.99.,49,,,,,
208,2026-08-05,14:01:51,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $IFX -4.6% at €60.82.,46,,,,,
209,2026-08-05,15:01:43,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $IFX -6.31% to €59.73 – the standout so far.,56,,,,,
210,2026-08-05,16:02:00,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $ANET -8.58% to $193.51, well ahead of the rest of the board.",78,,,,,
211,2026-08-05,16:04:07,Wednesday,evergreen_opinion,,,template,,,,,,,,,,,Data center decarbonization must move from promise to proof,DatacenterDynamics,https://www.datacenterdynamics.com/en/opinions/data-center-decarbonization-must-move-from-promise-to-proof/,2026-08-05T14:00:31,,,,,,,,keyword,Y,,"From DatacenterDynamics:

""Data center decarbonization must move from promise to proof""

https://www.datacenterdynamics.com/en/opinions/data-center-decarbonization-must-move-from-promise-to-proof/",196,,,,,
211,2026-08-05,17:02:02,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ANET standing out at -6.7%, now $197.47.",41,,,,,
212,2026-08-05,17:02:31,Wednesday,news_event,,,keyword,AMD,AMD,,,,,,,,,"2,447 Shares in Advanced Micro Devices, Inc. $AMD Acquired by GK Wealth Management LLC",MarketBeat,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPMFJUdHpKZTZlNTJRbWVBOHA4X1U4dG9nVUwxZW11Nk04cEEwY25YVTNwQlR0MjR2a3BvMlF6ajItcVFIOU92eklfTVM0WG92Q1h6eFlKOHBaVGVDb3FGdzdQa0hvb0Y3MHpEOFhJM1VYWkEtNG1JVklhaDBSUlZ5SXUzM2ZwNElNUkRTQkkwQkNHQzRtUG1TX3A1VC1XUlpzOWlKcEU3MEJ6bXd3eW9GN2hiUEpsb1RPNm9LbDlJSDhYOVgxeXZidnpIcVJrc2dEd1I3eDRMSzVJQTg?oc=5,2026-08-05T09:07:21,large_share_purchases,,,,,,,,N,duplicate_category_24h,,,,,,,
213,2026-08-05,18:02:01,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ANET is the one to watch right now – -6.22% at $198.5.,55,,,,,
214,2026-08-05,19:02:07,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ANET pulling away at -5.8%, now trading at $199.38.",52,,,,,
215,2026-08-05,20:01:46,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ANET standing out at -5.15%, now $200.75.",42,,,,,
216,2026-08-05,20:02:04,Wednesday,news_event,,,gemini,AVGO,AVGO,,,,,,,,,Goldman Sachs Just Added Microsoft to Its Closely Watched 'Conviction List.' Broadcom and ServiceNow Were Removed.,24/7 Wall St.,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNWHJnVktldHMwVW9zMTJTMk1EWlY4UjY5UmF1a1R1b3l1VXIzenpVV2ZnbFFoaXBMV1pxbkNsUHN1Wmh3SDlydUVMcDR4OENWbEdyMTNkVl82NWgzaGxudGwtSnhMbHlyaDBTLWxkdXkzelg3enhoRUxjY09MWWFLS3V0RjhDeW5qcGoyczBRdHpWOElVS0d0S0Rwa1lrU1plazNBWnAtVHR2VG5qbjluX1psQUY0TDJWRWZiSlRMTFpnT3oya3dwN2g5dW1ORVFUeFZqN2lQclJOem81Q2Rib09VUHBySjFCQ2c?oc=5,2026-08-04T15:34:04,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
217,2026-08-05,20:02:04,Wednesday,news_event,,,gemini,ANET,ANET,,,,,,,,,Arista Networks rallies 13% on strong Q2 beat and raised outlook,,,2026-08-04T20:43:29,earnings,,,,,,,,N,queue_aged_out,,,,,,,
218,2026-08-05,20:02:41,Wednesday,evergreen_opinion,,,template,,,,,,,,,,,"Asturias government targets data center project in Salas, Spain",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/the-digital-valley-asturias-project-for-a-data-center-in-salas/,2026-08-05T15:21:13,,,,,,,,keyword,Y,,"Interesting read from DatacenterDynamics:

""Asturias government targets data center project in Salas, Spain""

https://www.datacenterdynamics.com/en/news/the-digital-valley-asturias-project-for-a-data-center-in-salas/",216,,,,,
218,2026-08-05,21:01:47,Wednesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $ANET -4.48% at $202.18.,49,,,,,
219,2026-08-05,22:02:30,Wednesday,news_event,,,keyword,AMAT,AMAT,,,,,531.0,-2.76,,,Erste Group downgrades Applied Materials stock rating to hold By Investing.com,Investing.com Canada,https://ca.investing.com/news/stock-market-news/erste-group-downgrades-applied-materials-stock-rating-to-hold-93CH-4778139,,analyst_note,,,,,N,19,keyword,Y,,"$AMAT ($531.0, -2.76% at last close as of Aug 5): Erste Group downgrades Applied Materials stock rating to hold By Investing.com

https://ca.investing.com/news/stock-market-news/erste-group-downgrades-applied-materials-stock-rating-to-hold-93CH-4778139",252,,,,,
220,2026-08-06,05:01:42,Thursday,news_event,,,keyword,ANET,ANET,,,,,,,,,"Arista Networks, Inc. Stock 12‑Month Price Target Raised to $216.46, Implies 14% Upside",TradingView,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQNHJwSGJ0X0U3MnJSZHRPWnFWT082M2M2WW9ET1RFS3hyZ0kzQjViSk9GeG5WRjdsMTQ2cFFMVFlrUEJ2SEU5QnRYRlYyaUJBU05kcmhfRkk5UTVYcTNDUHRsS2UtVzE4dEVNNHR0bkFvaUFoZjM2LTVQVFRGZDFBRlRieDg0X1JUQlZWdmh2S0xQSDJ1Z1VFS29zd2txUnpYV3E2Sk5rYUFVVjF4S3pTNFNVMDFlZm1NcVNXZ25nTlp2MXA0LVFKQzdVa05HMzB6anc4TDhOQkZmWkNR?oc=5,2026-08-05T10:20:14,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
221,2026-08-06,05:02:09,Thursday,news_event,,,keyword,WDC,WDC,,,,,458.28,-17.13,,,Western Digital (WDC) Q4 Earnings and Revenues Top Estimates,,,,earnings,,,,,N,0,keyword,Y,,"$WDC ($458.28, -17.13% at last close as of Aug 5): Western Digital (WDC) Q4 Earnings and Revenues Top Estimates",111,,,,,
222,2026-08-06,09:01:49,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $IFX -5.71% to €60.08 – the standout so far.,56,,,,,
223,2026-08-06,10:01:52,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SIE is the one to watch right now – -4.74% at €272.3.,54,,,,,
224,2026-08-06,11:01:45,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$SIE pulling away at -4.74%, now trading at €272.3.",51,,,,,
225,2026-08-06,11:02:04,Thursday,news_event,,,keyword,BESI.AS,BESI,,,,,,,,,KBC Securities Upgrades BE Semiconductor Industries to Hold,marketscreener.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQdHRZbTZfLUdSd2pOYTJDLTQ2U1Bqd1Q2cnoxb2lFb29uV1g0LTlEWUR2UTRVQS11dmIwMUVBaXluM3NWMXFxbkstcmJkMU1xTExwZm8wc21kdWo2QTlnSDNHbjRwVUdqLVUtdFRpRmRYTHVxaGJnX0UwSnNiT2xWc1FrZmlzUW5qeGhKUVlQbEtKdEhld01tOFUwdGlxUm5wUU1hZ0lZVUltb05qNTdkVGdR?oc=5,2026-08-05T12:33:25,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
226,2026-08-06,12:01:47,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SIE leading the tape right now: -5.89% to €269.0.,50,,,,,
227,2026-08-06,12:03:42,Thursday,news_event,,,keyword,ANET,ANET,,,,,,,,,Arista Networks (NYSE:ANET) Given New $250.00 Price Target at TD Cowen,MarketBeat,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcF8xWGdLLVlfZndSOXVIV2V1Z3BGNU8yYUZmRlNuVkIzN3UxYzk4anR3T3VuTEdSeENlOXdjY21PbmV2ZWFwTkdZS1MwMFE5bHNUR1RDaHBoXzB4YlFoUF9OM1lmZlpUWTg5UGVuejJaSVZ4S3h0dm5EcTAtckt1a2JFalVuWTRuZ2FIWGNVYjlscWhieFJDUDFkTDlSVWJzM3lTWnRMVkZOLTBQOXVRaE9YY0F5bEcyRzNR?oc=5,2026-08-05T20:26:54,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
228,2026-08-06,13:01:49,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $SIE -5.18% to €271.05, well ahead of the rest of the board.",77,,,,,
229,2026-08-06,13:02:13,Thursday,news_event,,,gemini,WDC,WDC,,,,,,,,,"Western Digital beats forecasts and raises outlook, but shares fall in premarket trading",investorshub.advfn.com,https://investorshub.advfn.com/market-news/article/33580/western-digital-beats-forecasts-and-raises-outlook-but-shares-fall-in-premarket-trading?.tsrc=rss,2026-08-06T10:12:01,earnings,,,,,,,,N,duplicate_category_24h,,,,,,,
230,2026-08-06,13:03:07,Thursday,news_event,,,gemini,BESI.AS,BESI,,,,,211.7,-1.63,,,KBC Securities Upgrades BE Semiconductor Industries to Hold,Moomoo,https://www.moomoo.com/news/post/74152788/kbc-securities-upgrades-be-semiconductor-industries-to-hold,,analyst_note,,,,,Y,8,llm,Y,,"KBC Securities upgrades BE Semiconductor Industries $BESI to Hold. Despite trading at €211.7 (-1.63% today), this analyst move might signal a potential stabilization in investor sentiment, possibly easing further downside pressure.

https://www.moomoo.com/news/post/74152788/kbc-securities-upgrades-be-semiconductor-industries-to-hold",334,,,,,
231,2026-08-06,14:01:50,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SIE is the one to watch right now – -5.18% at €271.05.,55,,,,,
232,2026-08-06,15:02:00,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$SIE leading the tape right now: -4.64% to €272.6.,50,,,,,
233,2026-08-06,16:02:16,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ANET pulling away at -8.21%, now trading at $194.28.",53,,,,,
234,2026-08-06,16:03:09,Thursday,news_event,,,gemini,SIE.DE,SIE,,,,,,,,,Siemens lifts full-year forecast after record orders in third quarter,dpa-international.com,https://dpa-international.com/economics/urn:newsml:dpa.com:20090101:260806-930-490704/?.tsrc=rss,2026-08-06T06:18:27,earnings,,,,,,,,N,queue_aged_out,,,,,,,
235,2026-08-06,16:04:05,Thursday,news_event,,,gemini,IFX.DE,IFX,,,,,59.76,-0.94,,,INFINEON TECHNOLOGIES AG : Deutsche Bank remains its Buy rating,marketscreener.com,https://www.marketscreener.com/news/infineon-technologies-ag-deutsche-bank-remains-its-buy-rating-ce7f50ddd98cf620,,analyst_note,,,,,Y,17,llm,Y,,"Deutsche Bank maintains its Buy rating on Infineon Technologies AG $IFX. Even with $IFX down 0.94% today at €59.76, this reaffirmed conviction from a major analyst could signal underlying strength and potentially limit further downside.

https://www.marketscreener.com/news/infineon-technologies-ag-deutsche-bank-remains-its-buy-rating-ce7f50ddd98cf620",352,,,,,
236,2026-08-06,16:04:44,Thursday,evergreen_opinion,,,template,,,,,,,,,,,"Y Combinator-backed Impact Drones launches, offers missile-intercepting drone service for data centers and grid operators",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/y-combinator-backed-impact-drones-launches-offers-missile-intercepting-drone-service-for-data-centers-and-grid-operators/,2026-08-06T13:55:17,,,,,,,,keyword,Y,,"Worth a read from DatacenterDynamics:

""Y Combinator-backed Impact Drones launches, offers missile-intercepting…""

https://www.datacenterdynamics.com/en/news/y-combinator-backed-impact-drones-launches-offers-missile-intercepting-drone-service-for-data-centers-and-grid-operators/",279,,,,,
236,2026-08-06,17:01:55,Thursday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $SIE -4.78% to €272.2, well ahead of the rest of the board.",76,,,,,
237,2026-08-07,00:50:16,Friday,news_event,,,gemini,ANET,ANET,,,,,,,,,Why Is Arista Networks (ANET) Asking Bigger Questions After Its First $3 Billion Quarter?,,,2026-08-06T08:11:08,earnings,,,,,,,,N,queue_aged_out,,,,,,,
238,2026-08-07,00:50:16,Friday,news_event,,,gemini,AMD,AMD,,,,,,,,,AMD Shares Fall 8% as Elon Musk Commits to Nvidia Chips for SpaceX,WSJ,https://news.google.com/rss/articles/CBMifkFVX3lxTFBFaGtxOHFMdFctcDd6TTgzZndpV0U1QUFGRV9nbFdxcVZDemlTTW80ZmZTOWxXT0N1ZUJYM3ByQ3Z1ZGF3d1E5S2FjRlp3dzBicVRtaGNBMUV5V1BEWUFfZ2lwaE9kck1xYlNYTENuTnFlMEFkcHlwRGpxYlY1UQ?oc=5,2026-08-06T13:13:31,contract,,,,,,,,N,queue_aged_out,,,,,,,
239,2026-08-07,00:50:16,Friday,news_event,,,gemini,SAP.DE,SAP,,,,,,,,,"Khimji Ramdas Group Chooses Rimini Street to Reduce SAP Support Costs, Protect 700+ Customizations and Reinvest Savings in Innovation",,,2026-08-06T13:00:00,contract,,,,,,,,N,queue_aged_out,,,,,,,
240,2026-08-07,08:02:30,Friday,news_event,,,keyword,WDC,WDC,,,,,457.27,-0.22,,,SNDK Stock Edges Up Overnight: Jefferies Slashes Price Target By Nearly 50% On Memory Growth Concerns,stocktwits.com,https://stocktwits.com/news-articles/markets/equity/sndk-stock-edges-up-overnight-jefferies-slashes-price-target-by-nearly-50-on-memory-growth-concerns/cZoOAccRJJz?.tsrc=rss,,analyst_note,,,,,N,0,keyword,Y,,"$WDC ($457.27, -0.22% at last close as of Aug 6): SNDK Stock Edges Up Overnight: Jefferies Slashes Price Target By Nearly 50% On Memory Growth Concerns

https://stocktwits.com/news-articles/markets/equity/sndk-stock-edges-up-overnight-jefferies-slashes-price-target-by-nearly-50-on-memory-growth-concerns/cZoOAccRJJz?.tsrc=rss",326,,,,,
241,2026-08-07,11:36:04,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $IFX +3.91% to €62.49 – the standout so far.,56,,,,,
242,2026-08-07,12:10:32,Friday,news_event,,,keyword,SIE.DE,SIE,,,,,,,,,Siemens lifts full-year forecast after record orders in third quarter,dpa-international.com,https://dpa-international.com/economics/urn:newsml:dpa.com:20090101:260806-930-490704/?.tsrc=rss,2026-08-06T06:18:27,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
243,2026-08-07,12:21:28,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $SAP +3.6% at €177.32.,47,,,,,
244,2026-08-07,13:21:27,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IFX standing out at +3.61%, now €62.31.",40,,,,,
245,2026-08-07,14:00:27,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$AIXA leading the tape right now: +3.82% to €40.46.,51,,,,,
246,2026-08-07,14:41:24,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IFX standing out at +4.07%, now €62.59.",40,,,,,
247,2026-08-07,15:21:42,Friday,scheduled_slot,us,hook,gemini,WDC,WDC,,,,pre_market,464.51,1.58,,,,,,,,,,,,Y,17,llm,Y,,"Pre-market update: With the US Jobs Report dominating headlines, $WDC starts strong pre-market.

$WDC +1.58% at $464.51.

Watch for how broader market sentiment, driven by economic data, impacts early trading.",209,,,,,
248,2026-08-07,15:41:31,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$STX pulling away at -4.87%, now trading at $821.94.",52,,,,,
249,2026-08-07,15:42:23,Friday,evergreen_opinion,,,template,,,,,,,,,,,Indosat reinforces AI push with 1GW data center play,DatacenterDynamics,https://www.datacenterdynamics.com/en/news/indosat-reinforces-ai-push-with-1gw-data-center-play/,2026-08-07T13:20:36,,,,,,,,keyword,Y,,"DatacenterDynamics on the AI infrastructure buildout:

""Indosat reinforces AI push with 1GW data center play""

https://www.datacenterdynamics.com/en/news/indosat-reinforces-ai-push-with-1gw-data-center-play/",207,,,,,
249,2026-08-07,16:21:35,Friday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $STX -9.32% at $783.45.,48,,,,,
250,2026-08-07,16:21:51,Friday,news_event,,,,LRCX,LRCX,,,,,,,,,"PensionDanmark Pensionsforsikringsaktieselskab Acquires 11,902 Shares of Lam Research Corporation $LRCX",MarketBeat,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQbG5fcXJTQVl2cVJ5S1JxdTZWOTlyWnktYm5BZ3J6TDlsSks5YkpzYlFoVFlQNkRPVV9HeVNJNk9ETVNnUWhmOU5zaU5hZTlFVWJUZUVXNXZGNkpUQ3FBQUJyNlE5dFVPeEN4NFVibk1LNGdwRGpKNUp6cmJnR2I4VktaLURyVmhkblNCaEZtcDk0SWZuX2FqSF9UbkZETVlfSklQQkdfVGo1c25RbkFrQV9KZ051cnhIcWI3U1oxQjNsWWJsUi01QWtZR3VZMHAzem43ck5ZMXNxRGJrb3dBLVdUNmFpSHpfZDBOdzAyRzl2X2FX?oc=5,2026-08-07T10:25:27,,lrcx:pensiondanmarkpensionsforsikringsaktieselskab:11902,,,,,,,N,holding_disclosure_recycled,,,,,,,
251,2026-08-07,16:41:33,Friday,price_event,eu,,zero_llm_template,SAP.DE,SAP,,XETR,Y,open,178.88,4.51,179.31,173.82,,,,,,,4.51,,,N,18,llm,Y,,Sharp move: $SAP +4.51% to €178.88 today. Intraday range: low €173.82 / high €179.31.,85,,,,,
